Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas91       Pavarde91      9         5         7         3         6         1         
Vardas92       Pavarde92      6         1         2         5         3         3         
Vardas93       Pavarde93      10        5         3         6         5         8         
Vardas94       Pavarde94      6         2         6         6         5         10        
Vardas95       Pavarde95      2         6         4         2         2         1         
Vardas96       Pavarde96      5         6         6         3         2         1         
Vardas97       Pavarde97      9         6         3         8         1         8         
Vardas98       Pavarde98      9         9         4         8         9         5         
Vardas99       Pavarde99      6         1         5         5         10        2         
Vardas100      Pavarde100     9         7         3         8         9         10        
Vardas101      Pavarde101     10        9         9         7         7         3         
Vardas102      Pavarde102     9         2         10        8         10        4         
Vardas103      Pavarde103     7         6         6         9         5         4         
Vardas104      Pavarde104     3         8         2         3         4         7         
Vardas105      Pavarde105     10        10        4         8         3         1         
Vardas106      Pavarde106     3         2         8         2         5         1         
Vardas107      Pavarde107     5         9         6         8         7         8         
Vardas108      Pavarde108     9         7         7         5         10        3         
Vardas109      Pavarde109     6         7         2         8         10        2         
Vardas110      Pavarde110     3         3         10        1         10        2         
Vardas111      Pavarde111     8         1         3         4         8         2         
Vardas112      Pavarde112     5         7         5         4         6         1         
Vardas113      Pavarde113     8         9         10        3         3         6         
Vardas114      Pavarde114     4         9         2         9         6         3         
Vardas115      Pavarde115     6         9         6         10        6         10        
Vardas116      Pavarde116     4         4         4         2         2         1         
Vardas117      Pavarde117     4         9         8         5         5         4         
Vardas118      Pavarde118     5         1         7         1         1         9         
Vardas119      Pavarde119     9         2         8         2         4         3         
Vardas120      Pavarde120     3         5         9         4         2         8         
Vardas121      Pavarde121     9         7         8         4         2         3         
Vardas122      Pavarde122     6         8         4         5         6         4         
Vardas123      Pavarde123     1         10        5         6         10        4         
Vardas124      Pavarde124     2         8         10        1         6         2         
Vardas125      Pavarde125     2         10        2         7         8         7         
Vardas126      Pavarde126     3         8         4         9         9         2         
Vardas127      Pavarde127     8         10        2         6         4         6         
Vardas128      Pavarde128     6         3         8         6         8         5         
Vardas129      Pavarde129     8         5         8         2         6         7         
Vardas130      Pavarde130     1         10        3         8         8         5         
Vardas131      Pavarde131     4         3         2         10        1         2         
Vardas132      Pavarde132     3         5         3         10        1         2         
Vardas133      Pavarde133     9         3         1         7         10        1         
Vardas134      Pavarde134     2         7         2         9         8         1         
Vardas135      Pavarde135     2         1         2         1         3         9         
Vardas136      Pavarde136     5         1         7         3         5         8         
Vardas137      Pavarde137     1         3         5         9         5         6         
Vardas138      Pavarde138     4         4         2         4         6         1         
Vardas139      Pavarde139     4         10        10        6         1         10        
Vardas140      Pavarde140     6         3         5         2         10        8         
Vardas141      Pavarde141     4         2         10        5         9         7         
Vardas142      Pavarde142     8         10        10        7         4         4         
Vardas143      Pavarde143     3         5         4         6         6         7         
Vardas144      Pavarde144     1         8         8         9         10        8         
Vardas145      Pavarde145     5         5         1         9         6         3         
Vardas146      Pavarde146     6         9         9         8         2         4         
Vardas147      Pavarde147     8         7         7         8         1         3         
Vardas148      Pavarde148     5         2         2         8         1         1         
Vardas149      Pavarde149     4         4         6         6         10        9         
Vardas150      Pavarde150     8         2         6         5         6         1         
Vardas151      Pavarde151     9         10        10        8         7         9         
Vardas152      Pavarde152     4         4         1         5         1         4         
Vardas153      Pavarde153     1         9         3         10        3         4         
Vardas154      Pavarde154     3         3         10        5         5         10        
Vardas155      Pavarde155     1         8         4         3         10        7         
Vardas156      Pavarde156     8         3         2         10        10        4         
Vardas157      Pavarde157     3         5         4         8         3         7         
Vardas158      Pavarde158     5         2         9         1         5         5         
Vardas159      Pavarde159     2         6         4         9         4         7         
Vardas160      Pavarde160     7         2         8         7         4         9         
Vardas161      Pavarde161     5         7         2         1         8         6         
Vardas162      Pavarde162     4         3         2         6         5         1         
Vardas163      Pavarde163     4         7         2         2         8         2         
Vardas164      Pavarde164     7         5         3         9         9         10        
Vardas165      Pavarde165     8         5         5         6         4         10        
Vardas166      Pavarde166     8         7         4         4         9         6         
Vardas167      Pavarde167     3         4         1         5         8         7         
Vardas168      Pavarde168     1         3         7         9         4         10        
Vardas169      Pavarde169     6         7         4         9         8         10        
Vardas170      Pavarde170     10        3         9         8         9         2         
Vardas171      Pavarde171     5         7         6         7         8         5         
Vardas172      Pavarde172     8         6         1         6         10        10        
Vardas173      Pavarde173     4         7         6         10        7         9         
Vardas174      Pavarde174     8         7         8         7         7         5         
Vardas175      Pavarde175     8         8         6         6         4         7         
Vardas176      Pavarde176     5         5         8         4         8         6         
Vardas177      Pavarde177     8         3         10        4         4         4         
Vardas178      Pavarde178     10        3         10        10        8         6         
Vardas179      Pavarde179     4         4         3         6         2         8         
Vardas180      Pavarde180     6         5         10        5         9         10        
Vardas181      Pavarde181     10        2         1         7         9         8         
Vardas182      Pavarde182     5         1         8         3         1         2         
Vardas183      Pavarde183     3         4         2         1         9         9         
Vardas184      Pavarde184     7         6         9         2         1         9         
Vardas185      Pavarde185     10        1         2         6         7         1         
Vardas186      Pavarde186     1         10        3         9         9         1         
Vardas187      Pavarde187     9         6         2         3         9         3         
Vardas188      Pavarde188     7         7         9         1         2         5         
Vardas189      Pavarde189     10        4         8         8         3         5         
Vardas190      Pavarde190     4         2         8         5         5         8         
Vardas191      Pavarde191     6         8         5         2         5         10        
Vardas192      Pavarde192     7         2         4         3         1         8         
Vardas193      Pavarde193     8         3         5         7         2         6         
Vardas194      Pavarde194     5         2         2         3         3         9         
Vardas195      Pavarde195     10        8         3         6         8         3         
Vardas196      Pavarde196     6         9         2         10        7         6         
Vardas197      Pavarde197     8         2         2         2         3         1         
Vardas198      Pavarde198     10        2         4         4         5         8         
Vardas199      Pavarde199     1         6         8         6         8         4         
Vardas200      Pavarde200     3         8         4         3         1         6         
Vardas201      Pavarde201     7         2         5         5         8         3         
Vardas202      Pavarde202     9         10        7         9         1         5         
Vardas203      Pavarde203     9         4         6         1         4         6         
Vardas204      Pavarde204     9         9         3         1         9         9         
Vardas205      Pavarde205     10        1         1         10        5         9         
Vardas206      Pavarde206     6         1         10        9         10        2         
Vardas207      Pavarde207     5         3         4         9         3         6         
Vardas208      Pavarde208     4         10        5         5         8         7         
Vardas209      Pavarde209     8         1         5         10        7         6         
Vardas210      Pavarde210     7         7         5         6         9         3         
Vardas211      Pavarde211     4         10        8         5         9         5         
Vardas212      Pavarde212     5         6         10        7         9         8         
Vardas213      Pavarde213     4         7         8         10        10        9         
Vardas214      Pavarde214     4         10        4         7         7         4         
Vardas215      Pavarde215     3         5         7         2         4         1         
Vardas216      Pavarde216     8         2         6         5         3         1         
Vardas217      Pavarde217     1         6         2         3         2         5         
Vardas218      Pavarde218     1         6         4         5         10        10        
Vardas219      Pavarde219     6         6         9         4         5         7         
Vardas220      Pavarde220     2         1         9         9         6         9         
Vardas221      Pavarde221     9         6         9         1         10        2         
Vardas222      Pavarde222     4         1         1         5         5         8         
Vardas223      Pavarde223     8         4         8         5         9         5         
Vardas224      Pavarde224     5         4         3         4         8         3         
Vardas225      Pavarde225     5         6         9         2         1         7         
Vardas226      Pavarde226     2         4         5         1         8         2         
Vardas227      Pavarde227     2         7         2         8         6         8         
Vardas228      Pavarde228     5         4         1         5         3         7         
Vardas229      Pavarde229     5         7         6         6         10        9         
Vardas230      Pavarde230     2         6         3         5         10        1         
Vardas231      Pavarde231     3         10        3         2         2         6         
Vardas232      Pavarde232     9         4         5         10        7         3         
Vardas233      Pavarde233     8         10        10        1         8         2         
Vardas234      Pavarde234     5         1         1         7         9         2         
Vardas235      Pavarde235     4         3         7         10        3         4         
Vardas236      Pavarde236     4         8         2         6         4         7         
Vardas237      Pavarde237     4         1         4         2         3         6         
Vardas238      Pavarde238     6         1         7         8         2         8         
Vardas239      Pavarde239     2         5         4         5         6         6         
Vardas240      Pavarde240     1         5         5         1         6         4         
Vardas241      Pavarde241     9         9         8         6         1         8         
Vardas242      Pavarde242     3         10        10        8         1         10        
Vardas243      Pavarde243     5         2         3         2         6         1         
Vardas244      Pavarde244     9         9         1         8         7         5         
Vardas245      Pavarde245     9         7         2         1         2         6         
Vardas246      Pavarde246     3         1         5         6         1         8         
Vardas247      Pavarde247     3         7         5         5         10        6         
Vardas248      Pavarde248     6         9         4         8         10        4         
Vardas249      Pavarde249     1         5         6         2         10        5         
Vardas250      Pavarde250     10        6         7         7         8         2         
Vardas251      Pavarde251     9         7         7         9         9         4         
Vardas252      Pavarde252     2         6         6         7         4         7         
Vardas253      Pavarde253     2         7         9         1         2         1         
Vardas254      Pavarde254     3         1         4         4         9         8         
Vardas255      Pavarde255     5         6         6         4         6         6         
Vardas256      Pavarde256     1         4         6         8         8         7         
Vardas257      Pavarde257     1         8         7         2         5         9         
Vardas258      Pavarde258     1         4         2         5         10        3         
Vardas259      Pavarde259     3         8         7         9         8         10        
Vardas260      Pavarde260     3         2         1         5         2         5         
Vardas261      Pavarde261     10        8         5         3         2         5         
Vardas262      Pavarde262     8         6         2         4         8         4         
Vardas263      Pavarde263     6         1         2         9         5         9         
Vardas264      Pavarde264     2         6         2         10        4         4         
Vardas265      Pavarde265     5         9         3         3         1         6         
Vardas266      Pavarde266     1         9         5         9         7         5         
Vardas267      Pavarde267     4         1         6         6         3         1         
Vardas268      Pavarde268     7         2         5         6         5         9         
Vardas269      Pavarde269     5         2         1         1         4         3         
Vardas270      Pavarde270     10        2         10        10        6         2         
Vardas271      Pavarde271     10        10        7         1         3         8         
Vardas272      Pavarde272     5         9         5         10        1         5         
Vardas273      Pavarde273     7         9         4         5         1         9         
Vardas274      Pavarde274     6         9         1         9         10        8         
Vardas275      Pavarde275     3         1         3         2         7         7         
Vardas276      Pavarde276     5         1         4         1         1         3         
Vardas277      Pavarde277     4         6         3         10        4         10        
Vardas278      Pavarde278     4         1         1         6         4         5         
Vardas279      Pavarde279     5         1         4         7         5         4         
Vardas280      Pavarde280     1         2         7         2         8         3         
Vardas281      Pavarde281     3         6         9         10        1         6         
Vardas282      Pavarde282     2         10        9         1         6         10        
Vardas283      Pavarde283     10        9         3         8         10        6         
Vardas284      Pavarde284     1         9         1         6         6         3         
Vardas285      Pavarde285     10        8         3         7         10        4         
Vardas286      Pavarde286     9         6         9         3         5         3         
Vardas287      Pavarde287     2         10        9         1         5         2         
Vardas288      Pavarde288     3         6         6         10        2         9         
Vardas289      Pavarde289     4         10        8         10        8         8         
Vardas290      Pavarde290     4         1         2         4         4         5         
Vardas291      Pavarde291     4         10        3         10        4         5         
Vardas292      Pavarde292     8         1         6         10        5         9         
Vardas293      Pavarde293     2         5         1         2         8         7         
Vardas294      Pavarde294     2         4         2         7         7         8         
Vardas295      Pavarde295     3         5         9         4         4         6         
Vardas296      Pavarde296     3         4         5         2         8         5         
Vardas297      Pavarde297     5         1         5         9         1         10        
Vardas298      Pavarde298     9         4         7         7         2         8         
Vardas299      Pavarde299     4         1         1         3         7         1         
Vardas300      Pavarde300     10        7         4         2         7         2         
Vardas301      Pavarde301     6         6         5         7         6         9         
Vardas302      Pavarde302     4         5         6         7         4         3         
Vardas303      Pavarde303     9         2         4         3         2         8         
Vardas304      Pavarde304     10        3         7         10        2         5         
Vardas305      Pavarde305     8         7         10        4         9         2         
Vardas306      Pavarde306     9         8         2         6         6         1         
Vardas307      Pavarde307     5         3         9         10        1         2         
Vardas308      Pavarde308     9         10        4         1         10        10        
Vardas309      Pavarde309     5         5         7         8         10        10        
Vardas310      Pavarde310     9         7         3         2         8         3         
Vardas311      Pavarde311     4         6         10        8         7         6         
Vardas312      Pavarde312     9         7         9         6         6         1         
Vardas313      Pavarde313     9         8         8         1         5         8         
Vardas314      Pavarde314     7         5         10        10        1         6         
Vardas315      Pavarde315     3         4         4         4         3         8         
Vardas316      Pavarde316     8         7         6         4         8         3         
Vardas317      Pavarde317     8         5         4         8         6         5         
Vardas318      Pavarde318     3         9         2         4         2         10        
Vardas319      Pavarde319     8         4         7         4         2         3         
Vardas320      Pavarde320     4         1         5         2         1         2         
Vardas321      Pavarde321     10        6         2         2         2         10        
Vardas322      Pavarde322     1         7         1         8         8         9         
Vardas323      Pavarde323     10        5         10        7         4         6         
Vardas324      Pavarde324     5         5         8         7         9         5         
Vardas325      Pavarde325     7         9         1         7         10        2         
Vardas326      Pavarde326     2         10        1         5         7         2         
Vardas327      Pavarde327     2         1         9         1         6         5         
Vardas328      Pavarde328     5         6         9         7         3         7         
Vardas329      Pavarde329     1         10        7         8         3         7         
Vardas330      Pavarde330     7         8         2         4         6         8         
Vardas331      Pavarde331     9         4         4         4         3         4         
Vardas332      Pavarde332     5         1         10        3         2         10        
Vardas333      Pavarde333     2         10        6         1         8         5         
Vardas334      Pavarde334     6         4         6         2         1         6         
Vardas335      Pavarde335     5         5         7         2         7         9         
Vardas336      Pavarde336     1         1         10        8         4         1         
Vardas337      Pavarde337     4         9         2         7         1         5         
Vardas338      Pavarde338     4         4         8         10        1         2         
Vardas339      Pavarde339     2         7         3         4         5         4         
Vardas340      Pavarde340     2         6         5         6         5         3         
Vardas341      Pavarde341     6         5         5         6         5         3         
Vardas342      Pavarde342     10        2         5         2         3         3         
Vardas343      Pavarde343     9         9         10        2         5         3         
Vardas344      Pavarde344     3         10        2         3         7         2         
Vardas345      Pavarde345     3         7         6         3         4         5         
Vardas346      Pavarde346     2         3         1         6         2         3         
Vardas347      Pavarde347     6         2         6         1         1         9         
Vardas348      Pavarde348     2         8         5         8         10        4         
Vardas349      Pavarde349     2         9         6         10        5         3         
Vardas350      Pavarde350     5         3         5         6         2         9         
Vardas351      Pavarde351     7         5         2         5         5         1         
Vardas352      Pavarde352     8         4         3         5         5         9         
Vardas353      Pavarde353     6         2         10        1         4         4         
Vardas354      Pavarde354     8         9         10        10        6         8         
Vardas355      Pavarde355     2         4         8         3         1         9         
Vardas356      Pavarde356     4         4         2         10        3         2         
Vardas357      Pavarde357     2         3         9         5         2         2         
Vardas358      Pavarde358     10        10        2         8         5         3         
Vardas359      Pavarde359     2         8         9         7         3         7         
Vardas360      Pavarde360     1         3         2         7         8         2         
Vardas361      Pavarde361     4         6         7         7         1         9         
Vardas362      Pavarde362     5         6         7         2         9         2         
Vardas363      Pavarde363     9         8         9         9         10        6         
Vardas364      Pavarde364     6         10        10        7         6         10        
Vardas365      Pavarde365     5         8         1         4         9         10        
Vardas366      Pavarde366     2         5         5         5         10        10        
Vardas367      Pavarde367     10        7         2         7         5         7         
Vardas368      Pavarde368     4         9         4         4         2         2         
Vardas369      Pavarde369     5         8         2         5         8         1         
Vardas370      Pavarde370     6         5         7         8         5         7         
Vardas371      Pavarde371     10        4         9         1         9         2         
Vardas372      Pavarde372     4         1         1         9         9         6         
Vardas373      Pavarde373     4         3         8         4         7         3         
Vardas374      Pavarde374     6         8         5         5         9         5         
Vardas375      Pavarde375     6         4         10        6         9         1         
Vardas376      Pavarde376     10        9         3         2         9         7         
Vardas377      Pavarde377     1         10        3         2         3         10        
Vardas378      Pavarde378     4         5         8         1         10        3         
Vardas379      Pavarde379     8         1         1         8         8         3         
Vardas380      Pavarde380     4         8         9         5         3         8         
Vardas381      Pavarde381     4         4         6         7         4         10        
Vardas382      Pavarde382     3         4         10        6         4         3         
Vardas383      Pavarde383     8         10        5         7         4         8         
Vardas384      Pavarde384     10        8         8         10        10        2         
Vardas385      Pavarde385     3         3         8         8         1         8         
Vardas386      Pavarde386     1         2         6         10        2         8         
Vardas387      Pavarde387     1         5         6         9         5         1         
Vardas388      Pavarde388     10        4         9         7         4         5         
Vardas389      Pavarde389     4         4         7         7         1         7         
Vardas390      Pavarde390     2         7         4         4         6         5         
Vardas391      Pavarde391     9         7         10        1         9         6         
Vardas392      Pavarde392     1         4         8         3         8         6         
Vardas393      Pavarde393     1         2         9         9         8         1         
Vardas394      Pavarde394     8         9         3         6         4         7         
Vardas395      Pavarde395     5         10        3         8         6         3         
Vardas396      Pavarde396     2         1         6         4         1         10        
Vardas397      Pavarde397     6         8         9         10        3         8         
Vardas398      Pavarde398     7         7         1         3         6         8         
Vardas399      Pavarde399     6         5         5         5         10        5         
Vardas400      Pavarde400     5         4         5         7         7         2         
Vardas401      Pavarde401     10        6         5         7         9         10        
Vardas402      Pavarde402     3         10        10        6         6         1         
Vardas403      Pavarde403     2         10        4         5         8         7         
Vardas404      Pavarde404     3         9         4         10        8         4         
Vardas405      Pavarde405     8         7         5         2         7         1         
Vardas406      Pavarde406     6         3         3         6         7         2         
Vardas407      Pavarde407     6         8         9         5         2         5         
Vardas408      Pavarde408     2         2         3         1         8         4         
Vardas409      Pavarde409     6         6         3         10        6         1         
Vardas410      Pavarde410     9         5         6         3         2         2         
Vardas411      Pavarde411     8         8         10        10        3         2         
Vardas412      Pavarde412     5         9         3         7         1         8         
Vardas413      Pavarde413     5         4         9         6         2         6         
Vardas414      Pavarde414     5         5         3         5         2         9         
Vardas415      Pavarde415     3         7         4         4         1         10        
Vardas416      Pavarde416     5         8         5         10        5         2         
Vardas417      Pavarde417     5         5         4         9         6         6         
Vardas418      Pavarde418     8         9         8         8         3         6         
Vardas419      Pavarde419     10        3         6         5         2         9         
Vardas420      Pavarde420     1         10        5         4         8         2         
Vardas421      Pavarde421     7         9         3         4         2         8         
Vardas422      Pavarde422     6         1         2         5         5         4         
Vardas423      Pavarde423     7         6         5         6         5         10        
Vardas424      Pavarde424     10        8         9         3         10        2         
Vardas425      Pavarde425     9         1         9         7         8         10        
Vardas426      Pavarde426     7         6         9         10        4         9         
Vardas427      Pavarde427     9         7         7         10        8         7         
Vardas428      Pavarde428     6         8         3         7         8         9         
Vardas429      Pavarde429     5         9         9         9         1         8         
Vardas430      Pavarde430     9         10        5         5         8         3         
Vardas431      Pavarde431     10        10        9         4         3         3         
Vardas432      Pavarde432     3         5         3         1         1         9         
Vardas433      Pavarde433     10        9         6         8         9         3         
Vardas434      Pavarde434     3         5         4         10        2         7         
Vardas435      Pavarde435     2         8         9         7         10        9         
Vardas436      Pavarde436     1         10        6         4         6         4         
Vardas437      Pavarde437     1         2         7         4         6         5         
Vardas438      Pavarde438     6         6         10        10        4         2         
Vardas439      Pavarde439     10        8         10        5         3         4         
Vardas440      Pavarde440     2         3         4         9         7         10        
Vardas441      Pavarde441     7         4         5         4         8         1         
Vardas442      Pavarde442     6         7         7         8         6         3         
Vardas443      Pavarde443     7         7         1         9         7         10        
Vardas444      Pavarde444     7         5         8         6         8         9         
Vardas445      Pavarde445     5         3         4         8         3         1         
Vardas446      Pavarde446     8         7         1         3         9         10        
Vardas447      Pavarde447     3         10        2         8         8         3         
Vardas448      Pavarde448     1         4         9         6         7         2         
Vardas449      Pavarde449     1         2         6         5         3         7         
Vardas450      Pavarde450     6         7         1         9         5         10        
Vardas451      Pavarde451     10        6         2         4         4         8         
Vardas452      Pavarde452     2         8         6         9         6         6         
Vardas453      Pavarde453     6         8         10        9         10        10        
Vardas454      Pavarde454     2         1         1         1         5         1         
Vardas455      Pavarde455     10        7         6         9         9         8         
Vardas456      Pavarde456     5         4         8         1         3         9         
Vardas457      Pavarde457     9         3         5         6         4         7         
Vardas458      Pavarde458     2         8         10        7         5         9         
Vardas459      Pavarde459     7         7         2         2         9         4         
Vardas460      Pavarde460     9         6         7         2         5         2         
Vardas461      Pavarde461     2         6         4         6         7         10        
Vardas462      Pavarde462     7         4         2         9         10        7         
Vardas463      Pavarde463     4         3         10        3         2         10        
Vardas464      Pavarde464     9         8         4         10        3         4         
Vardas465      Pavarde465     5         5         9         9         1         3         
Vardas466      Pavarde466     9         5         10        10        7         8         
Vardas467      Pavarde467     5         1         2         8         5         10        
Vardas468      Pavarde468     9         7         6         1         3         5         
Vardas469      Pavarde469     1         4         9         2         7         2         
Vardas470      Pavarde470     5         7         6         3         2         4         
Vardas471      Pavarde471     9         9         8         9         5         3         
Vardas472      Pavarde472     5         1         3         4         3         1         
Vardas473      Pavarde473     3         10        2         5         4         9         
Vardas474      Pavarde474     8         3         5         7         10        5         
Vardas475      Pavarde475     7         2         3         7         9         1         
Vardas476      Pavarde476     6         9         9         7         8         6         
Vardas477      Pavarde477     1         7         2         7         4         10        
Vardas478      Pavarde478     6         7         5         5         5         5         
Vardas479      Pavarde479     10        9         1         9         6         7         
Vardas480      Pavarde480     8         4         7         9         8         10        
Vardas481      Pavarde481     1         9         3         6         8         7         
Vardas482      Pavarde482     8         1         2         4         1         4         
Vardas483      Pavarde483     6         9         6         8         7         5         
Vardas484      Pavarde484     4         3         4         4         3         7         
Vardas485      Pavarde485     1         7         4         10        6         1         
Vardas486      Pavarde486     8         4         2         4         4         8         
Vardas487      Pavarde487     9         8         2         1         9         8         
Vardas488      Pavarde488     10        8         3         1         5         9         
Vardas489      Pavarde489     5         8         9         5         3         2         
Vardas490      Pavarde490     4         8         6         5         8         9         
Vardas491      Pavarde491     3         10        8         2         7         8         
Vardas492      Pavarde492     10        10        6         10        3         4         
Vardas493      Pavarde493     3         6         8         8         2         9         
Vardas494      Pavarde494     5         7         2         9         6         9         
Vardas495      Pavarde495     2         1         2         10        7         10        
Vardas496      Pavarde496     2         10        3         9         3         10        
Vardas497      Pavarde497     2         3         2         10        9         1         
Vardas498      Pavarde498     7         10        1         1         4         10        
Vardas499      Pavarde499     5         6         1         3         3         4         
Vardas500      Pavarde500     6         9         8         7         7         6         
Vardas501      Pavarde501     3         7         8         8         10        5         
Vardas502      Pavarde502     7         7         2         9         2         9         
Vardas503      Pavarde503     9         5         5         1         7         2         
Vardas504      Pavarde504     2         10        7         5         9         7         
Vardas505      Pavarde505     2         7         2         3         6         2         
Vardas506      Pavarde506     8         7         10        6         7         7         
Vardas507      Pavarde507     9         8         4         4         9         9         
Vardas508      Pavarde508     1         4         2         3         2         1         
Vardas509      Pavarde509     3         10        8         5         6         9         
Vardas510      Pavarde510     9         7         10        1         10        5         
Vardas511      Pavarde511     9         9         7         4         2         6         
Vardas512      Pavarde512     4         10        4         8         2         1         
Vardas513      Pavarde513     4         2         5         2         1         1         
Vardas514      Pavarde514     6         4         9         5         5         7         
Vardas515      Pavarde515     3         10        5         3         3         6         
Vardas516      Pavarde516     10        5         2         9         10        1         
Vardas517      Pavarde517     10        1         1         6         3         1         
Vardas518      Pavarde518     6         2         5         3         7         6         
Vardas519      Pavarde519     3         4         5         7         9         8         
Vardas520      Pavarde520     9         6         3         6         1         3         
Vardas521      Pavarde521     4         4         7         2         1         7         
Vardas522      Pavarde522     8         1         1         6         10        6         
Vardas523      Pavarde523     3         5         2         9         10        8         
Vardas524      Pavarde524     4         4         9         2         1         2         
Vardas525      Pavarde525     3         9         3         6         5         2         
Vardas526      Pavarde526     3         6         3         6         8         2         
Vardas527      Pavarde527     8         9         9         6         3         4         
Vardas528      Pavarde528     9         1         6         2         8         5         
Vardas529      Pavarde529     7         1         10        1         7         3         
Vardas530      Pavarde530     2         2         8         7         5         2         
Vardas531      Pavarde531     10        10        6         7         6         7         
Vardas532      Pavarde532     9         6         10        3         5         3         
Vardas533      Pavarde533     6         7         10        6         4         6         
Vardas534      Pavarde534     6         9         10        1         6         5         
Vardas535      Pavarde535     2         2         8         2         7         5         
