Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas172      Pavarde172     9         1         4         8         1         3         
Vardas173      Pavarde173     9         4         6         3         2         9         
Vardas174      Pavarde174     2         4         5         6         1         10        
Vardas175      Pavarde175     9         3         10        6         4         5         
Vardas176      Pavarde176     5         10        2         3         7         9         
Vardas177      Pavarde177     5         3         8         1         6         9         
Vardas178      Pavarde178     4         2         2         2         5         1         
Vardas179      Pavarde179     1         8         3         7         2         4         
Vardas180      Pavarde180     8         3         3         7         9         8         
Vardas181      Pavarde181     5         6         6         8         1         2         
Vardas182      Pavarde182     7         3         10        1         10        5         
Vardas183      Pavarde183     4         2         2         7         5         2         
Vardas184      Pavarde184     8         10        5         9         1         4         
Vardas185      Pavarde185     2         9         8         9         6         3         
Vardas186      Pavarde186     2         9         4         9         10        8         
Vardas187      Pavarde187     7         8         5         1         10        8         
Vardas188      Pavarde188     7         10        1         8         1         4         
Vardas189      Pavarde189     4         1         4         3         3         8         
Vardas190      Pavarde190     1         8         7         7         9         9         
Vardas191      Pavarde191     5         5         9         4         9         3         
Vardas192      Pavarde192     2         4         2         3         3         4         
Vardas193      Pavarde193     2         1         10        4         1         1         
Vardas194      Pavarde194     6         4         3         5         6         4         
Vardas195      Pavarde195     4         4         7         4         7         1         
Vardas196      Pavarde196     7         8         7         10        5         6         
Vardas197      Pavarde197     5         8         8         6         5         8         
Vardas198      Pavarde198     1         2         8         3         5         3         
Vardas199      Pavarde199     10        10        4         7         5         5         
Vardas200      Pavarde200     5         6         9         9         4         6         
Vardas201      Pavarde201     2         3         5         5         9         8         
Vardas202      Pavarde202     4         7         9         4         9         7         
Vardas203      Pavarde203     6         10        10        5         1         9         
Vardas204      Pavarde204     5         9         2         4         1         2         
Vardas205      Pavarde205     1         9         6         2         2         10        
Vardas206      Pavarde206     9         1         8         4         7         2         
Vardas207      Pavarde207     8         2         5         6         2         5         
Vardas208      Pavarde208     7         3         2         1         9         7         
Vardas209      Pavarde209     4         10        8         9         5         4         
Vardas210      Pavarde210     7         4         10        6         3         8         
Vardas211      Pavarde211     4         7         4         3         4         4         
Vardas212      Pavarde212     7         4         10        6         7         9         
Vardas213      Pavarde213     3         5         7         2         7         8         
Vardas214      Pavarde214     3         5         6         1         9         3         
Vardas215      Pavarde215     7         10        4         8         4         1         
Vardas216      Pavarde216     6         8         9         6         3         5         
Vardas217      Pavarde217     6         9         6         8         4         2         
Vardas218      Pavarde218     7         7         10        9         10        2         
Vardas219      Pavarde219     7         3         6         3         6         8         
Vardas220      Pavarde220     1         10        5         10        9         8         
Vardas221      Pavarde221     4         5         4         10        6         9         
Vardas222      Pavarde222     6         7         7         3         2         2         
Vardas223      Pavarde223     9         8         7         6         9         2         
Vardas224      Pavarde224     4         5         10        3         3         6         
Vardas225      Pavarde225     10        3         5         5         1         5         
Vardas226      Pavarde226     3         10        9         1         6         5         
Vardas227      Pavarde227     5         7         8         2         10        10        
Vardas228      Pavarde228     8         1         6         5         5         4         
Vardas229      Pavarde229     5         9         4         4         7         6         
Vardas230      Pavarde230     1         4         6         1         8         3         
Vardas231      Pavarde231     9         8         1         7         2         6         
Vardas232      Pavarde232     2         10        4         1         9         1         
Vardas233      Pavarde233     9         1         6         8         9         5         
Vardas234      Pavarde234     9         3         8         1         8         7         
Vardas235      Pavarde235     5         3         10        1         1         4         
Vardas236      Pavarde236     10        4         10        3         7         10        
Vardas237      Pavarde237     9         7         6         3         6         7         
Vardas238      Pavarde238     10        8         7         1         2         2         
Vardas239      Pavarde239     4         7         9         1         2         2         
Vardas240      Pavarde240     8         3         1         10        1         4         
Vardas241      Pavarde241     9         1         8         9         4         7         
Vardas242      Pavarde242     5         2         1         6         6         3         
Vardas243      Pavarde243     2         6         2         3         8         9         
Vardas244      Pavarde244     2         1         5         9         6         3         
Vardas245      Pavarde245     1         8         6         5         5         8         
Vardas246      Pavarde246     5         8         8         4         4         8         
Vardas247      Pavarde247     9         10        8         6         6         7         
Vardas248      Pavarde248     2         10        2         9         7         10        
Vardas249      Pavarde249     1         10        10        9         9         5         
Vardas250      Pavarde250     1         1         6         3         8         2         
Vardas251      Pavarde251     5         2         4         7         6         7         
Vardas252      Pavarde252     3         3         6         8         6         6         
Vardas253      Pavarde253     10        5         9         10        2         3         
Vardas254      Pavarde254     7         4         8         10        10        8         
Vardas255      Pavarde255     8         4         3         8         6         8         
Vardas256      Pavarde256     5         5         3         10        10        9         
Vardas257      Pavarde257     10        7         8         1         9         3         
Vardas258      Pavarde258     2         6         2         6         9         2         
Vardas259      Pavarde259     3         5         6         4         3         5         
Vardas260      Pavarde260     8         7         2         8         2         4         
Vardas261      Pavarde261     7         9         1         4         7         7         
Vardas262      Pavarde262     8         5         1         2         3         10        
Vardas263      Pavarde263     2         9         8         5         6         2         
Vardas264      Pavarde264     4         6         9         7         6         3         
Vardas265      Pavarde265     9         10        8         10        3         6         
Vardas266      Pavarde266     6         5         10        5         10        7         
Vardas267      Pavarde267     4         8         2         6         6         6         
Vardas268      Pavarde268     10        1         6         8         7         5         
Vardas269      Pavarde269     9         5         6         3         5         6         
Vardas270      Pavarde270     10        8         6         7         7         10        
Vardas271      Pavarde271     7         9         1         7         2         3         
Vardas272      Pavarde272     9         1         5         3         6         2         
Vardas273      Pavarde273     1         10        2         3         6         6         
Vardas274      Pavarde274     9         5         4         2         10        2         
Vardas275      Pavarde275     8         4         5         1         4         10        
Vardas276      Pavarde276     9         8         5         10        7         2         
Vardas277      Pavarde277     2         3         7         7         6         2         
Vardas278      Pavarde278     3         5         1         2         6         7         
Vardas279      Pavarde279     3         10        1         10        6         10        
Vardas280      Pavarde280     7         9         8         10        2         8         
Vardas281      Pavarde281     7         4         10        2         8         1         
Vardas282      Pavarde282     3         5         4         1         4         10        
Vardas283      Pavarde283     9         2         3         2         5         6         
Vardas284      Pavarde284     10        7         2         1         3         10        
Vardas285      Pavarde285     1         2         7         8         10        4         
Vardas286      Pavarde286     2         1         9         5         6         3         
Vardas287      Pavarde287     1         10        4         1         3         2         
Vardas288      Pavarde288     6         10        5         8         10        1         
Vardas289      Pavarde289     9         5         2         4         9         4         
Vardas290      Pavarde290     6         9         7         9         3         5         
Vardas291      Pavarde291     5         10        3         9         1         7         
Vardas292      Pavarde292     7         1         2         4         4         7         
Vardas293      Pavarde293     6         2         3         7         8         2         
Vardas294      Pavarde294     9         5         7         4         9         5         
Vardas295      Pavarde295     3         6         10        10        5         2         
Vardas296      Pavarde296     4         3         3         1         6         5         
Vardas297      Pavarde297     3         3         5         1         9         9         
Vardas298      Pavarde298     7         9         3         9         3         3         
Vardas299      Pavarde299     3         8         1         10        7         1         
Vardas300      Pavarde300     8         2         9         5         8         1         
Vardas301      Pavarde301     8         4         4         8         1         5         
Vardas302      Pavarde302     6         3         1         10        8         1         
Vardas303      Pavarde303     9         8         7         2         6         4         
Vardas304      Pavarde304     7         6         2         10        6         1         
Vardas305      Pavarde305     6         5         7         10        2         4         
Vardas306      Pavarde306     7         8         6         8         5         10        
Vardas307      Pavarde307     3         3         2         2         2         8         
Vardas308      Pavarde308     3         9         7         10        2         4         
Vardas309      Pavarde309     10        1         4         10        5         4         
Vardas310      Pavarde310     5         5         5         1         2         6         
Vardas311      Pavarde311     4         7         9         7         8         5         
Vardas312      Pavarde312     1         2         1         6         6         3         
Vardas313      Pavarde313     3         4         10        3         8         9         
Vardas314      Pavarde314     9         2         3         6         10        1         
Vardas315      Pavarde315     4         1         9         4         9         1         
Vardas316      Pavarde316     9         2         2         9         9         9         
Vardas317      Pavarde317     10        5         4         5         4         3         
Vardas318      Pavarde318     3         7         6         10        1         10        
Vardas319      Pavarde319     3         5         10        10        8         9         
Vardas320      Pavarde320     2         2         5         9         8         10        
Vardas321      Pavarde321     5         2         10        7         1         2         
Vardas322      Pavarde322     1         7         9         10        9         3         
Vardas323      Pavarde323     9         1         9         6         3         1         
Vardas324      Pavarde324     2         1         2         8         1         8         
Vardas325      Pavarde325     8         1         9         7         7         8         
Vardas326      Pavarde326     5         4         2         9         2         3         
Vardas327      Pavarde327     9         6         5         4         10        9         
Vardas328      Pavarde328     7         9         7         7         1         9         
Vardas329      Pavarde329     2         10        7         1         5         4         
Vardas330      Pavarde330     9         2         4         4         5         3         
Vardas331      Pavarde331     8         2         1         4         7         9         
Vardas332      Pavarde332     3         2         2         6         3         4         
Vardas333      Pavarde333     9         4         10        7         4         9         
Vardas334      Pavarde334     4         9         7         5         1         6         
Vardas335      Pavarde335     6         2         5         5         10        6         
Vardas336      Pavarde336     8         10        3         7         8         7         
Vardas337      Pavarde337     7         9         1         6         2         6         
Vardas338      Pavarde338     8         6         6         7         4         7         
Vardas339      Pavarde339     2         1         3         1         5         1         
Vardas340      Pavarde340     2         6         4         8         2         9         
Vardas341      Pavarde341     5         4         9         7         9         8         
Vardas342      Pavarde342     1         8         2         5         10        4         
Vardas343      Pavarde343     10        5         3         1         1         2         
Vardas344      Pavarde344     4         10        10        8         8         1         
Vardas345      Pavarde345     8         4         1         4         2         1         
Vardas346      Pavarde346     1         6         2         3         4         7         
Vardas347      Pavarde347     5         7         4         10        9         4         
Vardas348      Pavarde348     9         7         1         1         1         2         
Vardas349      Pavarde349     6         2         2         9         8         9         
Vardas350      Pavarde350     5         1         1         2         3         6         
Vardas351      Pavarde351     6         2         8         3         9         5         
Vardas352      Pavarde352     4         6         9         7         4         6         
Vardas353      Pavarde353     8         10        9         3         5         1         
Vardas354      Pavarde354     2         3         9         3         9         9         
Vardas355      Pavarde355     4         3         1         8         8         1         
Vardas356      Pavarde356     6         10        7         2         10        6         
Vardas357      Pavarde357     4         7         7         4         1         2         
Vardas358      Pavarde358     6         8         3         8         4         9         
Vardas359      Pavarde359     6         1         4         4         1         1         
Vardas360      Pavarde360     8         1         4         3         5         6         
Vardas361      Pavarde361     3         10        1         6         6         7         
Vardas362      Pavarde362     10        9         9         7         9         4         
Vardas363      Pavarde363     7         4         1         8         5         1         
Vardas364      Pavarde364     1         5         9         6         5         7         
Vardas365      Pavarde365     5         6         8         6         4         6         
Vardas366      Pavarde366     10        10        8         9         3         4         
Vardas367      Pavarde367     8         7         7         1         7         9         
Vardas368      Pavarde368     2         8         9         9         5         6         
Vardas369      Pavarde369     1         5         10        10        6         3         
Vardas370      Pavarde370     5         2         6         4         5         3         
Vardas371      Pavarde371     6         8         5         7         10        2         
Vardas372      Pavarde372     8         4         2         10        10        10        
Vardas373      Pavarde373     9         7         2         1         7         1         
Vardas374      Pavarde374     9         10        9         5         1         3         
Vardas375      Pavarde375     5         10        8         4         8         8         
Vardas376      Pavarde376     5         4         4         10        6         1         
Vardas377      Pavarde377     3         5         2         10        10        5         
Vardas378      Pavarde378     1         8         6         7         6         1         
Vardas379      Pavarde379     3         10        6         8         5         2         
Vardas380      Pavarde380     4         9         3         10        10        8         
Vardas381      Pavarde381     9         1         9         4         4         4         
Vardas382      Pavarde382     5         2         3         8         8         3         
Vardas383      Pavarde383     9         8         8         3         1         9         
Vardas384      Pavarde384     1         3         1         9         7         7         
Vardas385      Pavarde385     6         6         3         3         4         3         
Vardas386      Pavarde386     6         5         6         6         8         9         
Vardas387      Pavarde387     9         1         4         4         10        5         
Vardas388      Pavarde388     3         3         7         3         7         2         
Vardas389      Pavarde389     10        1         2         5         9         1         
Vardas390      Pavarde390     5         1         5         10        3         8         
Vardas391      Pavarde391     7         3         4         8         10        4         
Vardas392      Pavarde392     7         6         7         2         2         6         
Vardas393      Pavarde393     7         6         10        9         10        8         
Vardas394      Pavarde394     2         10        2         4         3         10        
Vardas395      Pavarde395     4         3         8         3         2         5         
Vardas396      Pavarde396     3         3         2         9         2         6         
Vardas397      Pavarde397     2         4         9         7         10        2         
Vardas398      Pavarde398     2         10        6         2         1         2         
Vardas399      Pavarde399     10        4         4         3         6         9         
Vardas400      Pavarde400     8         1         8         9         7         3         
Vardas401      Pavarde401     10        4         1         1         5         6         
Vardas402      Pavarde402     9         6         8         10        8         1         
Vardas403      Pavarde403     1         9         10        10        4         8         
Vardas404      Pavarde404     7         4         8         1         6         3         
Vardas405      Pavarde405     10        8         8         9         2         1         
Vardas406      Pavarde406     6         9         7         8         1         8         
Vardas407      Pavarde407     3         7         1         7         8         9         
Vardas408      Pavarde408     10        5         10        7         6         10        
Vardas409      Pavarde409     4         9         7         2         2         8         
Vardas410      Pavarde410     4         3         8         5         9         4         
Vardas411      Pavarde411     9         7         1         2         8         9         
Vardas412      Pavarde412     8         10        6         4         8         7         
Vardas413      Pavarde413     3         1         2         6         9         2         
Vardas414      Pavarde414     10        10        2         6         7         2         
Vardas415      Pavarde415     5         9         10        2         10        6         
Vardas416      Pavarde416     3         8         3         3         5         3         
Vardas417      Pavarde417     2         9         7         2         4         7         
Vardas418      Pavarde418     10        5         8         10        2         10        
Vardas419      Pavarde419     10        6         9         9         6         6         
Vardas420      Pavarde420     7         10        6         6         1         10        
Vardas421      Pavarde421     8         9         2         8         9         7         
Vardas422      Pavarde422     8         2         10        2         2         7         
Vardas423      Pavarde423     9         6         8         3         8         1         
Vardas424      Pavarde424     2         6         3         8         1         9         
Vardas425      Pavarde425     7         8         8         5         9         6         
Vardas426      Pavarde426     6         2         4         6         9         3         
Vardas427      Pavarde427     2         1         1         9         8         2         
Vardas428      Pavarde428     10        7         9         3         5         2         
Vardas429      Pavarde429     10        1         10        9         10        1         
Vardas430      Pavarde430     6         3         10        2         4         5         
Vardas431      Pavarde431     3         3         1         6         8         1         
Vardas432      Pavarde432     8         7         3         9         5         4         
Vardas433      Pavarde433     3         1         6         2         6         10        
Vardas434      Pavarde434     6         4         1         9         9         7         
Vardas435      Pavarde435     5         8         6         1         10        10        
Vardas436      Pavarde436     6         1         4         4         10        5         
Vardas437      Pavarde437     7         6         9         3         6         5         
Vardas438      Pavarde438     1         10        2         10        3         7         
Vardas439      Pavarde439     8         4         5         1         2         1         
Vardas440      Pavarde440     2         5         2         9         7         10        
Vardas441      Pavarde441     9         9         7         1         7         7         
Vardas442      Pavarde442     7         1         1         4         2         6         
Vardas443      Pavarde443     4         5         8         6         8         7         
Vardas444      Pavarde444     2         3         7         7         9         6         
Vardas445      Pavarde445     10        8         10        3         3         8         
Vardas446      Pavarde446     10        9         8         3         4         8         
Vardas447      Pavarde447     3         2         4         4         3         9         
Vardas448      Pavarde448     1         4         3         5         5         10        
Vardas449      Pavarde449     4         1         3         9         3         5         
Vardas450      Pavarde450     5         10        9         2         2         4         
Vardas451      Pavarde451     5         1         1         3         8         4         
Vardas452      Pavarde452     2         1         9         2         2         5         
Vardas453      Pavarde453     6         4         9         2         4         5         
Vardas454      Pavarde454     1         3         4         10        9         8         
Vardas455      Pavarde455     2         3         7         9         6         9         
Vardas456      Pavarde456     3         1         3         4         7         2         
Vardas457      Pavarde457     4         3         4         1         8         5         
Vardas458      Pavarde458     5         8         10        3         7         5         
Vardas459      Pavarde459     6         4         4         5         10        5         
Vardas460      Pavarde460     5         6         7         5         5         10        
Vardas461      Pavarde461     7         5         8         5         5         3         
Vardas462      Pavarde462     4         6         1         8         6         1         
Vardas463      Pavarde463     6         5         3         5         9         4         
Vardas464      Pavarde464     7         9         7         9         5         2         
Vardas465      Pavarde465     4         7         10        2         7         8         
Vardas466      Pavarde466     8         6         5         1         9         2         
Vardas467      Pavarde467     2         4         4         3         5         6         
Vardas468      Pavarde468     8         6         2         10        2         2         
Vardas469      Pavarde469     10        2         3         4         8         4         
Vardas470      Pavarde470     5         4         5         4         9         6         
Vardas471      Pavarde471     5         3         2         4         8         1         
Vardas472      Pavarde472     10        4         4         8         4         9         
Vardas473      Pavarde473     10        2         7         1         4         2         
Vardas474      Pavarde474     7         8         6         8         3         10        
Vardas475      Pavarde475     2         2         4         1         10        6         
Vardas476      Pavarde476     5         4         5         5         6         6         
Vardas477      Pavarde477     1         9         3         7         3         8         
Vardas478      Pavarde478     3         3         6         6         10        5         
Vardas479      Pavarde479     4         7         4         5         7         4         
Vardas480      Pavarde480     7         10        3         2         6         7         
Vardas481      Pavarde481     5         7         4         9         9         10        
Vardas482      Pavarde482     3         9         3         1         9         1         
Vardas483      Pavarde483     5         8         4         8         9         7         
Vardas484      Pavarde484     6         5         8         7         3         6         
Vardas485      Pavarde485     10        7         7         8         1         5         
Vardas486      Pavarde486     1         1         1         2         2         3         
Vardas487      Pavarde487     9         6         3         5         3         8         
Vardas488      Pavarde488     9         3         9         10        1         6         
Vardas489      Pavarde489     5         10        1         3         4         6         
Vardas490      Pavarde490     8         10        5         2         2         5         
Vardas491      Pavarde491     4         10        3         6         6         8         
Vardas492      Pavarde492     6         2         1         5         6         1         
Vardas493      Pavarde493     3         8         7         4         8         3         
Vardas494      Pavarde494     10        10        4         8         9         2         
